"Temp1","Temp2","Temp3","Temp4","target"
37.8613286811158,19.500455142831,36.6507591327474,29.9505792001273,"0"
43.3688638485697,33.6517092521911,35.3636114714809,34.8571551477032,"1"
29.5583855579469,38.7482062472282,36.0797851713868,35.4876378823519,"1"
29.3521834743454,32.8419010809682,32.3179491896529,39.6710563271788,"1"
30.8946559485921,40.5794361789763,21.5969418741769,35.5231739998653,"1"
32.358908344713,36.0006611254412,33.855831108917,32.5613589220044,"1"
23.7548496614636,33.2454731778363,26.575385673968,39.7567267367626,"1"
40.1329183275484,30.8334948997751,39.365641123164,30.5684388862575,"0"
40.8892215028435,21.5305806916372,34.6641648436089,28.1965815492296,"0"
42.9594200395727,20.6674606238517,44.033982996353,27.5225144311471,"0"
35.3838663433911,22.7367379351571,37.9836053578891,35.8486005912123,"0"
48.3098598958563,39.8875566285349,41.7873665778368,27.9066183458399,"1"
32.4355978531852,11.3234953793379,17.1371647239401,29.333570392933,"0"
30.5163881880524,26.575385673968,9.9513006488356,23.7548496614636,"0"
31.9242522462423,27.9174172641496,38.3872303226006,34.2993965000084,"1"
35.8285888550989,38.0156598510178,29.7329489125438,30.3689066626626,"1"
43.855673650827,31.671183819259,30.6740837561594,26.7336023851806,"0"
38.1620594963291,37.3566940400314,28.8627029619509,23.4360765312829,"0"
30.1448095882711,33.4733059470942,36.6168449130721,39.6753433246688,"1"
28.6755671398619,27.5454252039286,44.5132522185744,30.8469945212333,"0"
27.4330920669556,38.8608328765179,30.7007940620855,34.0561671574184,"0"
49.1355824072615,26.5726920098936,37.3149775982408,28.7445669684014,"0"
41.1897155838308,40.0137821404482,44.4639815983429,30.9904499029428,"0"
44.03127954604,35.8655052937259,36.2707692100952,34.2922981717792,"0"
26.8021228369004,11.4509911192146,37.8288497435086,32.5443558562415,"0"
28.1359547008133,37.1731850728839,24.2016680541329,35.0580560599777,"1"
31.8569665478646,54.1664586983855,38.5899716686511,45.1855113106601,"1"
33.1236229668226,30.6976118316596,17.3983535806479,32.9275595909187,"1"
40.5220015356499,35.8869193689521,46.4313010184674,29.3384768263101,"0"
35.3033334667614,26.5543483669858,8.05598409381597,32.8618332939539,"0"
41.6661963022288,44.3296795896763,43.1508793748622,34.2103967635983,"0"
26.8004386381992,36.8489769721367,27.2728569828475,31.6232886200068,"0"
40.8066031362859,37.9393226089928,45.4302145773106,34.9363510463457,"1"
37.9140413500489,55.236806480785,25.8665108601994,42.5973941532168,"1"
30.0713881276088,45.61114249381,31.3100620932714,39.6964973830801,"1"
